0
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
72        0           257            1              *            *            *            72             1              *                 *                 *               *            *            1       1       1       1       1       1       1
73        0           257            0              75           74           *            *              *              401               *                 *               *            *            1       1       1       1       1       1       1
73        0           257            0              75           74           *            73             0              *                 *                 *               *            *            1       1       1       1       1       1       1
74        0           257            2              *            *            *            74             2              *                 *                 *               *            *            1       1       1       1       1       1       1
75        0           257            1              *            *            *            75             1              *                 *                 *               *            *            1       1       1       1       1       1       1
76        0           257            0              78           77           *            75             3              401               *                 *               *            *            1       1       1       1       1       1       1
76        0           257            0              78           77           *            76             0              *                 *                 *               *            *            1       1       1       1       1       1       1
77        0           257            2              *            *            *            77             2              *                 *                 *               *            *            1       1       1       1       1       1       1
78        0           257            1              *            *            *            78             1              *                 *                 *               *            *            1       1       1       1       1       1       1
79        0           257            0              81           80           *            78             3              401               *                 *               *            *            1       1       1       1       1       1       1
79        0           257            0              81           80           *            79             0              *                 *                 *               *            *            1       1       1       1       1       1       1
80        0           257            2              *            *            *            80             2              *                 *                 *               *            *            1       1       1       1       1       1       1
81        0           257            1              *            *            *            81             1              *                 *                 *               *            *            1       1       1       1       1       1       1
end

2
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           257            0              2            1            *            *              *              15                80                *               *            *            1       1       1       0       0       1       0
0         0           257            0              2            1            *            0              0              *                 *                 *               *            *            1       1       1       0       0       1       0
0         0           257            0              2            1            *            *              *              15                60                *               *            *            0       0       0       1       1       0       1
0         0           257            0              2            1            *            0              0              *                 *                 *               *            *            0       0       0       1       1       0       1
1         0           257            2              *            *            *            1              2              *                 *                 *               *            *            1       1       1       1       1       1       1
2         0           257            0              3            *            *            2              0              *                 *                 *               *            *            1       1       1       1       1       1       1
3         0           257            0              4            *            *            3              0              *                 *                 *               *            *            1       1       1       1       1       1       1
4         0           257            0              5            *            *            4              0              *                 *                 *               *            *            1       1       1       1       1       1       1
5         0           257            0              6            *            *            5              0              *                 *                 *               *            *            1       1       1       1       1       1       1
6         0           257            0              7            *            *            6              0              *                 *                 *               *            *            1       1       1       1       1       1       1
7         0           257            0              8            *            *            7              0              *                 *                 *               *            *            1       1       1       1       1       1       1
8         0           257            1              *            *            *            8              1              *                 *                 *               *            *            1       1       1       1       1       1       1
9         0           257            0              11           10           *            8              3              15                80                *               *            *            1       1       1       0       0       1       0
9         0           257            0              11           10           *            9              0              *                 *                 *               *            *            1       1       1       0       0       1       0
9         0           257            0              11           10           *            8              3              15                60                *               *            *            0       0       0       1       1       0       1
9         0           257            0              11           10           *            9              0              *                 *                 *               *            *            0       0       0       1       1       0       1
10        0           257            2              *            *            *            10             2              *                 *                 *               *            *            1       1       1       1       1       1       1
11        0           257            1              *            *            *            11             1              *                 *                 *               *            *            1       1       1       1       1       1       1
12        0           257            0              14           13           *            11             3              15                80                *               *            *            1       1       1       0       0       1       0
12        0           257            0              14           13           *            12             0              *                 *                 *               *            *            1       1       1       0       0       1       0
12        0           257            0              14           13           *            11             3              15                60                *               *            *            0       0       0       1       1       0       1
12        0           257            0              14           13           *            12             0              *                 *                 *               *            *            0       0       0       1       1       0       1
13        0           257            2              *            *            *            13             2              *                 *                 *               *            *            1       1       1       1       1       1       1
14        0           257            1              *            *            *            14             1              *                 *                 *               *            *            1       1       1       1       1       1       1
15        0           257            0              17           16           *            14             3              15                49                *               *            *            1       1       1       0       0       1       0
15        0           257            0              17           16           *            15             0              *                 *                 *               *            *            1       1       1       0       0       1       0
15        0           257            0              17           16           *            14             3              15                29                *               *            *            0       0       0       1       1       0       1
15        0           257            0              17           16           *            15             0              *                 *                 *               *            *            0       0       0       1       1       0       1
16        0           257            2              *            *            *            16             2              *                 *                 *               *            *            1       1       1       1       1       1       1
17        0           257            1              *            *            *            17             1              *                 *                 *               *            *            1       1       1       1       1       1       1
18        0           257            0              20           19           *            *              *              81                130               *               *            *            1       1       1       0       0       1       0
18        0           257            0              20           19           *            18             0              *                 *                 *               *            *            1       1       1       0       0       1       0
18        0           257            0              20           19           *            *              *              61                110               *               *            *            0       0       0       1       1       0       1
18        0           257            0              20           19           *            18             0              *                 *                 *               *            *            0       0       0       1       1       0       1
19        0           257            2              *            *            *            19             2              *                 *                 *               *            *            1       1       1       1       1       1       1
20        0           257            0              21           *            *            20             0              *                 *                 *               *            *            1       1       1       1       1       1       1
21        0           257            0              22           *            *            21             0              *                 *                 *               *            *            1       1       1       1       1       1       1
22        0           257            0              23           *            *            22             0              *                 *                 *               *            *            1       1       1       1       1       1       1
23        0           257            0              24           *            *            23             0              *                 *                 *               *            *            1       1       1       1       1       1       1
24        0           257            0              25           *            *            24             0              *                 *                 *               *            *            1       1       1       1       1       1       1
25        0           257            0              26           *            *            25             0              *                 *                 *               *            *            1       1       1       1       1       1       1
26        0           257            1              *            *            *            26             1              *                 *                 *               *            *            1       1       1       1       1       1       1
27        0           257            0              29           28           *            26             3              81                130               *               *            *            1       1       1       0       0       1       0
27        0           257            0              29           28           *            27             0              *                 *                 *               *            *            1       1       1       0       0       1       0
27        0           257            0              29           28           *            26             3              61                110               *               *            *            0       0       0       1       1       0       1
27        0           257            0              29           28           *            27             0              *                 *                 *               *            *            0       0       0       1       1       0       1
28        0           257            2              *            *            *            28             2              *                 *                 *               *            *            1       1       1       1       1       1       1
29        0           257            1              *            *            *            29             1              *                 *                 *               *            *            1       1       1       1       1       1       1
30        0           257            0              32           31           *            29             3              81                130               *               *            *            1       1       1       0       0       1       0
30        0           257            0              32           31           *            30             0              *                 *                 *               *            *            1       1       1       0       0       1       0
30        0           257            0              32           31           *            29             3              61                110               *               *            *            0       0       0       1       1       0       1
30        0           257            0              32           31           *            30             0              *                 *                 *               *            *            0       0       0       1       1       0       1
31        0           257            2              *            *            *            31             2              *                 *                 *               *            *            1       1       1       1       1       1       1
32        0           257            1              *            *            *            32             1              *                 *                 *               *            *            1       1       1       1       1       1       1
33        0           257            0              35           34           *            32             3              81                130               *               *            *            1       1       1       0       0       1       0
33        0           257            0              35           34           *            33             0              *                 *                 *               *            *            1       1       1       0       0       1       0
33        0           257            0              35           34           *            32             3              61                110               *               *            *            0       0       0       1       1       0       1
33        0           257            0              35           34           *            33             0              *                 *                 *               *            *            0       0       0       1       1       0       1
34        0           257            2              *            *            *            34             2              *                 *                 *               *            *            1       1       1       1       1       1       1
35        0           257            1              *            *            *            35             1              *                 *                 *               *            *            1       1       1       1       1       1       1
36        0           257            0              37           *            *            *              *              131               180               *               *            *            1       1       1       0       0       1       0
36        0           257            0              37           *            *            36             0              *                 *                 *               *            *            1       1       1       0       0       1       0
36        0           257            0              37           *            *            *              *              111               160               *               *            *            0       0       0       1       1       0       1
36        0           257            0              37           *            *            36             0              *                 *                 *               *            *            0       0       0       1       1       0       1
37        0           257            0              39           38           *            37             0              *                 *                 *               *            *            1       1       1       1       1       1       1
38        0           257            2              *            *            *            38             2              *                 *                 *               *            *            1       1       1       1       1       1       1
39        0           257            1              *            *            *            39             1              *                 *                 *               *            *            1       1       1       1       1       1       1
40        0           257            0              42           41           *            39             3              131               180               *               *            *            1       1       1       0       0       1       0
40        0           257            0              42           41           *            40             0              *                 *                 *               *            *            1       1       1       0       0       1       0
40        0           257            0              42           41           *            39             3              111               160               *               *            *            0       0       0       1       1       0       1
40        0           257            0              42           41           *            40             0              *                 *                 *               *            *            0       0       0       1       1       0       1
41        0           257            2              *            *            *            41             2              *                 *                 *               *            *            1       1       1       1       1       1       1
42        0           257            1              *            *            *            42             1              *                 *                 *               *            *            1       1       1       1       1       1       1
43        0           257            0              45           44           *            42             3              131               180               *               *            *            1       1       1       0       0       1       0
43        0           257            0              45           44           *            43             0              *                 *                 *               *            *            1       1       1       0       0       1       0
43        0           257            0              45           44           *            42             3              111               160               *               *            *            0       0       0       1       1       0       1
43        0           257            0              45           44           *            43             0              *                 *                 *               *            *            0       0       0       1       1       0       1
44        0           257            2              *            *            *            44             2              *                 *                 *               *            *            1       1       1       1       1       1       1
45        0           257            1              *            *            *            45             1              *                 *                 *               *            *            1       1       1       1       1       1       1
46        0           257            0              48           47           *            *              *              181               230               *               *            *            1       1       1       0       0       1       0
46        0           257            0              48           47           *            46             0              *                 *                 *               *            *            1       1       1       0       0       1       0
46        0           257            0              48           47           *            *              *              161               210               *               *            *            0       0       0       1       1       0       1
46        0           257            0              48           47           *            46             0              *                 *                 *               *            *            0       0       0       1       1       0       1
47        0           257            2              *            *            *            47             2              *                 *                 *               *            *            1       1       1       1       1       1       1
48        0           257            1              *            *            *            48             1              *                 *                 *               *            *            1       1       1       1       1       1       1
49        0           257            0              51           50           *            48             3              181               230               *               *            *            1       1       1       0       0       1       0
49        0           257            0              51           50           *            49             0              *                 *                 *               *            *            1       1       1       0       0       1       0
49        0           257            0              51           50           *            48             3              161               210               *               *            *            0       0       0       1       1       0       1
49        0           257            0              51           50           *            49             0              *                 *                 *               *            *            0       0       0       1       1       0       1
50        0           257            2              *            *            *            50             2              *                 *                 *               *            *            1       1       1       1       1       1       1
51        0           257            1              *            *            *            51             1              *                 *                 *               *            *            1       1       1       1       1       1       1
52        0           257            0              54           53           *            51             3              181               230               *               *            *            1       1       1       0       0       1       0
52        0           257            0              54           53           *            52             0              *                 *                 *               *            *            1       1       1       0       0       1       0
52        0           257            0              54           53           *            51             3              161               210               *               *            *            0       0       0       1       1       0       1
52        0           257            0              54           53           *            52             0              *                 *                 *               *            *            0       0       0       1       1       0       1
53        0           257            2              *            *            *            53             2              *                 *                 *               *            *            1       1       1       1       1       1       1
54        0           257            1              *            *            *            54             1              *                 *                 *               *            *            1       1       1       1       1       1       1
55        0           257            0              57           56           *            *              *              231               280               *               *            *            1       1       1       0       0       1       0
55        0           257            0              57           56           *            55             0              *                 *                 *               *            *            1       1       1       0       0       1       0
55        0           257            0              57           56           *            *              *              211               260               *               *            *            0       0       0       1       1       0       1
55        0           257            0              57           56           *            55             0              *                 *                 *               *            *            0       0       0       1       1       0       1
56        0           257            2              *            *            *            56             2              *                 *                 *               *            *            1       1       1       1       1       1       1
57        0           257            1              *            *            *            57             1              *                 *                 *               *            *            1       1       1       1       1       1       1
58        0           257            0              60           59           *            57             3              231               280               *               *            *            1       1       1       0       0       1       0
58        0           257            0              60           59           *            58             0              *                 *                 *               *            *            1       1       1       0       0       1       0
58        0           257            0              60           59           *            57             3              211               260               *               *            *            0       0       0       1       1       0       1
58        0           257            0              60           59           *            58             0              *                 *                 *               *            *            0       0       0       1       1       0       1
59        0           257            2              *            *            *            59             2              *                 *                 *               *            *            1       1       1       1       1       1       1
60        0           257            1              *            *            *            60             1              *                 *                 *               *            *            1       1       1       1       1       1       1
61        0           257            0              63           62           *            60             3              231               280               *               *            *            1       1       1       0       0       1       0
61        0           257            0              63           62           *            61             0              *                 *                 *               *            *            1       1       1       0       0       1       0
61        0           257            0              63           62           *            60             3              211               260               *               *            *            0       0       0       1       1       0       1
61        0           257            0              63           62           *            61             0              *                 *                 *               *            *            0       0       0       1       1       0       1
62        0           257            2              *            *            *            62             2              *                 *                 *               *            *            1       1       1       1       1       1       1
63        0           257            1              *            *            *            63             1              *                 *                 *               *            *            1       1       1       1       1       1       1
64        0           257            0              66           65           *            *              *              281               330               *               *            *            1       1       1       0       0       1       0
64        0           257            0              66           65           *            64             0              *                 *                 *               *            *            1       1       1       0       0       1       0
64        0           257            0              66           65           *            *              *              261               310               *               *            *            0       0       0       1       1       0       1
64        0           257            0              66           65           *            64             0              *                 *                 *               *            *            0       0       0       1       1       0       1
65        0           257            2              *            *            *            65             2              *                 *                 *               *            *            1       1       1       1       1       1       1
66        0           257            1              *            *            *            66             1              *                 *                 *               *            *            1       1       1       1       1       1       1
67        0           257            0              69           68           *            66             3              281               330               *               *            *            1       1       1       0       0       1       0
67        0           257            0              69           68           *            67             0              *                 *                 *               *            *            1       1       1       0       0       1       0
67        0           257            0              69           68           *            66             3              261               310               *               *            *            0       0       0       1       1       0       1
67        0           257            0              69           68           *            67             0              *                 *                 *               *            *            0       0       0       1       1       0       1
68        0           257            2              *            *            *            68             2              *                 *                 *               *            *            1       1       1       1       1       1       1
69        0           257            1              *            *            *            69             1              *                 *                 *               *            *            1       1       1       1       1       1       1
70        0           257            0              72           71           *            69             3              281               330               *               *            *            1       1       1       0       0       1       0
70        0           257            0              72           71           *            70             0              *                 *                 *               *            *            1       1       1       0       0       1       0
70        0           257            0              72           71           *            69             3              261               310               *               *            *            0       0       0       1       1       0       1
70        0           257            0              72           71           *            70             0              *                 *                 *               *            *            0       0       0       1       1       0       1
71        0           257            2              *            *            *            71             2              *                 *                 *               *            *            1       1       1       1       1       1       1
72        0           257            1              *            *            *            72             1              *                 *                 *               *            *            1       1       1       1       1       1       1
73        0           257            0              75           74           *            *              *              331               400               *               *            *            1       1       1       0       0       1       0
73        0           257            0              75           74           *            73             0              *                 *                 *               *            *            1       1       1       0       0       1       0
73        0           257            0              75           74           *            *              *              311               400               *               *            *            0       0       0       1       1       0       1
73        0           257            0              75           74           *            73             0              *                 *                 *               *            *            0       0       0       1       1       0       1
74        0           257            2              *            *            *            74             2              *                 *                 *               *            *            1       1       1       1       1       1       1
75        0           257            1              *            *            *            75             1              *                 *                 *               *            *            1       1       1       1       1       1       1
76        0           257            0              78           77           *            75             3              331               400               *               *            *            1       1       1       0       0       1       0
76        0           257            0              78           77           *            76             0              *                 *                 *               *            *            1       1       1       0       0       1       0
76        0           257            0              78           77           *            75             3              311               400               *               *            *            0       0       0       1       1       0       1
76        0           257            0              78           77           *            76             0              *                 *                 *               *            *            0       0       0       1       1       0       1
77        0           257            2              *            *            *            77             2              *                 *                 *               *            *            1       1       1       1       1       1       1
78        0           257            1              *            *            *            78             1              *                 *                 *               *            *            1       1       1       1       1       1       1
79        0           257            0              81           80           *            78             3              331               400               *               *            *            1       1       1       0       0       1       0
79        0           257            0              81           80           *            79             0              *                 *                 *               *            *            1       1       1       0       0       1       0
79        0           257            0              81           80           *            78             3              311               400               *               *            *            0       0       0       1       1       0       1
79        0           257            0              81           80           *            79             0              *                 *                 *               *            *            0       0       0       1       1       0       1
80        0           257            2              *            *            *            80             2              *                 *                 *               *            *            1       1       1       1       1       1       1
81        0           257            1              *            *            *            81             1              *                 *                 *               *            *            1       1       1       1       1       1       1
82        0           257            0              84           83           *            *              *              401               *                 *               *            *            1       1       1       1       1       1       1
82        0           257            0              84           83           *            82             0              *                 *                 *               *            *            1       1       1       1       1       1       1
83        0           257            2              *            *            *            83             2              *                 *                 *               *            *            1       1       1       1       1       1       1
84        0           257            1              *            *            *            84             1              *                 *                 *               *            *            1       1       1       1       1       1       1
85        0           257            0              87           86           *            84             3              401               *                 *               *            *            1       1       1       1       1       1       1
85        0           257            0              87           86           *            85             0              *                 *                 *               *            *            1       1       1       1       1       1       1
86        0           257            2              *            *            *            86             2              *                 *                 *               *            *            1       1       1       1       1       1       1
87        0           257            1              *            *            *            87             1              *                 *                 *               *            *            1       1       1       1       1       1       1
88        0           257            0              90           89           *            87             3              401               *                 *               *            *            1       1       1       1       1       1       1
88        0           257            0              90           89           *            88             0              *                 *                 *               *            *            1       1       1       1       1       1       1
89        0           257            2              *            *            *            89             2              *                 *                 *               *            *            1       1       1       1       1       1       1
90        0           257            1              *            *            *            90             1              *                 *                 *               *            *            1       1       1       1       1       1       1
end

3
//Index   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireFamily   RequireDoW   RequireCDW   DW      DK      FE      MG      DL      SU      RF
0         0           257            0              2            1            *            *              *              15                130               *               *            *            1       1       1       0       0       1       0
0         0           257            0              2            1            *            0              0              *                 *                 *               *            *            1       1       1       0       0       1       0
0         0           257            0              2            1            *            *              *              10                110               *               *            *            0       0       0       1       1       0       1
